Location Code,Real Property Asset Name,Installation Name,Owned or Leased,GSA Region,Street Address,City,State,Zip Code,Latitude,Longitude,Building Rentable Square Feet,Available Square Feet,Construction Date,Congressional District,Congressional District Representative Name,Building Status,Real Property Asset Type,31-07-2025,Estimated Asset Value (USD),Missing Valuation
GA2338,THOMPSON BRIDGE RD BLDG,,L,4,2565 THOMPSON BRIDGE RD,GAINESVILLE,GA,30501,34.33903,-83.848641,17844.0,,2000.0,1309,Andrew Clyde,Active,BUILDING,315321.3891,5626594867.100399,False
WI1771,345 WEST WASHINGTON AVENUE,,L,5,345 W WASHINGTON AVE,MADISON,WI,53703,43.0714,-89.387941,10089.0,,2000.0,5502,Mark Pocan,Active,BUILDING,437620.919,4415157451.791,False
MN1743,1301 1/2 7TH ST. NW,,L,5,1301 1/2 7TH ST NW,ROCHESTER,MN,55901,44.0318491,-92.4815976,3041.0,,2000.0,2701,Brad Finstad,Active,BUILDING,321951.6561,979054986.2001001,False
MD1008,WOODLAWN OFFICE COMPLEX,,L,3,1718 WOODLAWN DR,WOODLAWN,MD,21207,39.31476,-76.737771,160810.0,,2000.0,2407,Kweisi Mfume,Active,BUILDING,288681.2816,46422836894.096,False
CO1890,466 TUCKER SREET,,L,8,466 TUCKER ST,CRAIG,CO,81625,40.51362,-107.545,5000.0,,2000.0,803,Lauren Boebert,Active,BUILDING,312586.783,1562933915.0,False
CO1880,HORIZON COURT BUILDING,,L,8,744 HORIZON CT,GRAND JUNCTION,CO,81506,39.11318,-108.533,421.0,,2000.0,803,Lauren Boebert,Active,BUILDING,516539.3946,217463085.1266,False
FL2207,THE CRAGG BUILDING,,L,4,3452 LAKE LYNDA DR,ORLANDO,FL,32817,28.59947,-81.222241,22182.0,,2000.0,1210,Maxwell Frost,Active,BUILDING,401761.5682,8911875105.812399,False
AZ8543,1840 N. 95TH AVE,,L,9,1840 NORTH 95TH AVENUE,PHOENIX,AZ,85037,33.467202,-112.2655095,7194.0,,2000.0,403,Ruben Gallego,Active,BUILDING,356368.3347,2563713799.8318,False
FL0049,"U. S. COURTHOUSE, TALLAHASSEE, FL",,F,4,110 E PARK AVE,TALLAHASSEE,FL,32301,30.44252,-84.281351,40294.34,,1937.0,1202,Neal Dunn,Active,BUILDING,209266.3399,8432249050.486165,False
MD0823,FRC BUILDING 1 OFFICE,WHITE OAK FED RS CENTER,F,11,10903 NEW HAMPSHIRE AVE,SILVER SPRING,MD,20993,39.036501,-76.982792,87916.86,,1945.0,2408,Jamie Raskin,Active,BUILDING,,,True
CA0762,FEDERAL CNTR BLDG 2A,ALAMEDA FED CTR,F,9,620 CENTRAL AVE,ALAMEDA,CA,94501,37.771563,-122.27904,8219.3,,1942.0,612,Barbara Lee,Excess,BUILDING,1126442.478,9258568659.425398,False
CA6971,1492 OREGON AVENUE,,L,9,1492 OREGON AVE,LONG BEACH,CA,90813,33.78556,-118.2007,10235.0,,2000.0,642,Robert Garcia,Active,BUILDING,588051.5349,6018707459.7015,False
IN1791,PURDUE UNIVERSITY AIRPORT,,L,5,1501 AVIATION DR,WEST LAFAYETTE,IN,47907,40.416246,-86.9309955,720.0,,2000.0,1804,James Baird,Active,BUILDING,,,True
AZ7562,CONGRESS PLAZA,,L,9,407 W CONGRESS ST,TUCSON,AZ,85701,32.22075,-110.97751,52850.0,,1983.0,407,Raul Grijalva,Active,BUILDING,411991.9118,21773772538.63,False
PA0517,LIBERTY CENTER PITTSBURGH,,L,3,1001 LIBERTY AVE,PITTSBURGH,PA,15222,40.44427,-79.994561,20952.0,,2000.0,4212,Summer Lee,Active,BUILDING,462439.2599,9689027373.4248,False
UT1492,GRENINGER HANGAR,,L,8,1223 N AIRPORT RD,CEDAR CITY,UT,84721,37.69924,-113.088,17229.0,,2009.0,4902,Chris Stewart,Active,BUILDING,415370.3184,7156415215.7136,False
FL2488,"MADRID BUILDING, PENSACOLA, FL",,L,4,880 N REUS ST,PENSACOLA,FL,32501,30.4212,-87.222181,9454.0,,2000.0,1201,Matt Gaetz,Active,BUILDING,262462.8292,2481323587.2567997,False
MD1131,807 WOODS ROAD,,L,3,807 WOODS RD,CAMBRIDGE,MD,21613,38.55551,-76.059061,5278.0,,2000.0,2401,Andy Harris,Active,BUILDING,265669.7369,1402204871.3582,False
PA0769,833 CHESTNUT EAST,,L,3,833 CHESTNUT ST,PHILADELPHIA,PA,19107,39.9499,-75.155071,22435.0,,2000.0,4202,Brendan Boyle,Active,BUILDING,316681.5203,7104749907.930499,False
AZ6779,1616 E INDIAN SCHOOL,,L,9,1616 E INDIAN SCHOOL RD,PHOENIX,AZ,85016,33.49507,-112.04653,10795.0,,2000.0,401,David Schweikert,Active,BUILDING,518019.7132,5592022803.994,False
PA0822,MILFORD ROAD PROFESSIONAL BUIL,,L,3,9090 FRANKLIN HILL RD,EAST STROUDSBURG,PA,18301,41.03679,-75.136981,6921.0,,2000.0,4208,Matt Cartwright,Active,BUILDING,328142.0621,2271071211.7941,False
AZ0681,NACO LPOE MAIN BLDG,NACO LPOE,F,9,3867 S TOWNER AVE,NACO,AZ,85620,31.33458,-109.94829,12881.24,,1937.0,407,Raul Grijalva,Active,BUILDING,,,True
TX0689,USBS GATEWAY BROWNSVILLE EXIT BOOTH,USBS GATEWAY BROWNSVILLE,F,7,1500 E ELIZABETH ST,BROWNSVILLE,TX,78520,25.897967,-97.495253,37.6,,1969.0,4834,Vicente Gonzalez,Active,BUILDING,184990.8481,6955655.888560001,False
MO1972,4102 SOUTH ARIZONA AVENUE,,L,6,4102 ARIZONA AVE,JOPLIN,MO,64804,37.0437275,-94.483569,11926.0,,2000.0,2907,Eric Burlison,Active,BUILDING,226175.4617,2697368556.2342,False
FL1010,ONE ENTERPRISE TOWER,,L,4,225 WATER ST,JACKSONVILLE,FL,32202,30.3258151,-81.6615585,2313.0,,2000.0,1204,Aaron Bean,Active,BUILDING,168629.7575,390040629.0975,False
TX0507,USBS DEL RIO TRUCK PAVILION,USBS DEL RIO,F,7,3140 SPUR 239 INTERNATIONAL BRIDGE,DEL RIO,TX,78840,29.334828,-100.91543,982.93,,1999.0,4823,Tony Gonzales,Active,BUILDING,212708.1422,209077214.21264598,False
NM0576,USBS SANTA TERESA FMCSA BUILDIING,USBS SANTA TERESA,F,7,170 PETE V DOMENICI HWY,PLACITAS,NM,88008,31.785619,-106.68027,1886.51,,2016.0,3502,Gabe Vasquez,Active,BUILDING,310913.3436,586541131.834836,False
OR6765,SENECA BUILDING,,L,10,874 SENECA RD,EUGENE,OR,97402,44.050581,-123.14121,3701.0,,2000.0,4104,Val Hoyle,Active,BUILDING,403711.665,1494136872.165,False
VA0440,METRO PLACE II,,L,11,2600 PARK TOWER DR,VIENNA,VA,22180,38.8831,-77.225551,23919.0,,2000.0,5111,Gerald Connolly,Active,BUILDING,1047433.892,25053571262.748,False
GA2473,NCS BUILDING,,L,4,3750 NATURALLY FRESH BLVD,ATLANTA,GA,30349,33.61128,-84.511141,11500.0,,2000.0,1313,David Scott,Active,BUILDING,262643.6336,3020401786.4,False
WY1212,MRW STORAGE BLDG,,L,8,165 W 2ND ST,LOVELL,WY,82431,44.84072,-108.397,4315.0,,2000.0,5600,Harriet Hageman,Active,BUILDING,287010.3062,1238449471.253,False
TX2592,10824 NORTH CENTRAL EXPRESSWAY,,L,7,10824 N CENTRAL EXPY,DALLAS,TX,75231,32.89545,-96.767981,27200.0,,2000.0,4832,Colin Allred,Active,BUILDING,303282.8478,8249293460.16,False
LA1377,FLANDERS BUILDING,,L,7,5304 FLANDERS DR,BATON ROUGE,LA,70808,30.40052,-91.108561,9988.0,,2000.0,2206,Garret Graves,Active,BUILDING,349020.9082,3486020831.1016,False
VA0842,7943-59 ANGUS COURT,,L,11,7943 ANGUS CT,SPRINGFIELD,VA,22153,38.743722,-77.205695,54553.0,,2000.0,5111,Gerald Connolly,Active,BUILDING,756202.915,41253137621.995,False
CO0674,DFC BLDG 52A,DENVER FEDERAL CENTER,F,8,W 6TH AVE & KIPLING ST,LAKEWOOD,CO,80215,39.7173909,-105.1192011,1373.83,,2001.0,807,Brittany Pettersen,Active,BUILDING,684895.4998,940929984.4902339,False
TX2544,AUSTIN-BERGSTROM INTL AIRPORT,,L,7,3600 PRESIDENTIAL BLVD,AUSTIN,TX,78719,30.20256,-97.665431,6984.0,,2000.0,4835,Greg Casar,Active,BUILDING,396005.6211,2765703257.7624,False
TX8031,AMERICAN BANK PLAZA,VA & TREASURY CENTER,L,7,711 N CARANCAHUA ST,CORPUS CHRISTI,TX,78401,27.796803,-97.3980071,13594.0,,2026.0,4827,Michael Cloud,Active,BUILDING,97726.56492,1328494923.52248,False
KY3066,SUMMIT BUILDING,,L,4,131 SUMMIT DR,PIKEVILLE,KY,41501,37.476288,-82.515609,2721.0,,2000.0,2105,Harold Rogers,Active,BUILDING,119846.3548,326101931.4108,False
MI2217,CUSTOMS AND BORDER PROTECTION,,L,5,2600 WILLS DRIVE,MARYSVILLE,MI,48040,42.88395,-82.48537,18000.0,,2006.0,2609,Lisa McClain,Active,BUILDING,227863.4479,4101542062.2,False
CO0648,DFC BLDG 10,DENVER FEDERAL CENTER,F,8,W 6TH AVE & KIPLING ST,LAKEWOOD,CO,80225,39.71933,-105.112,783.11,,1980.0,807,Brittany Pettersen,Active,BUILDING,,,True
WA0953,FEDERAL CENTER SOUTH OFFICE,FEDERAL CENTER SOUTH,F,10,4735 E MARGINAL WAY S,SEATTLE,WA,98134,47.5584299,-122.34063,413219.57,,1932.0,5307,Pramila Jayapal,Active,BUILDING,454331.3442,187738602687.846,False
AZ7810,SALT RIVER PROJECT,,L,9,1521 N PROJECT DR,TEMPE,AZ,85281,33.447475,-111.95279,4418.0,,2000.0,404,Greg Stanton,Active,BUILDING,406357.9374,1795289367.4332,False
MT5514,GREAT NORTHERN TOWN CENTER -HELENA - FRONT ST,,L,8,901 FRONT ST,HELENA,MT,59601,46.59744,-112.035,55651.0,,2000.0,3002,Matthew Rosendale,Active,BUILDING,433417.0397,24120091676.3447,False
CA0765,FEDERAL CNTR BLDG 2C,ALAMEDA FED CTR,F,9,620 CENTRAL AVE,ALAMEDA,CA,94501,37.771563,-122.27904,8479.12,,1942.0,612,Barbara Lee,Excess,BUILDING,1126442.478,9551240944.05936,False
PA0756,JOHNSTOWN CAMBRIA,,L,3,479 AIRPORT RD,JOHNSTOWN,PA,15904,40.31776,-78.836391,836.0,,2000.0,4213,John Joyce,Active,BUILDING,172006.538,143797465.768,False
PA0783,CASTLE COMMONS,,L,3,200 S SPRING GARDEN ST,CARLISLE,PA,17013,40.19862,-77.181731,6228.0,,2000.0,4210,Scott Perry,Active,BUILDING,283711.0307,1766952299.1996,False
HI5729,HONOLULU INTERNATIONAL AIRPORT,,L,9,300 RODGERS BLVD,HONOLULU,HI,96819,21.3356076,-157.91871,14231.0,,1978.0,1501,Ed Case,Active,BUILDING,1041123.252,14816224999.212,False
MI2137,MUSKEGON COUNTY AIRPORT,,L,5,101 SINCLAIR DRIVE,MUSKEGON,MI,49441,43.1864182,-86.272336,916.0,,2000.0,2603,Hillary Scholten,Active,BUILDING,252910.7126,231666212.7416,False
DC0236,GATE HOUSE NO. 6,ST ELIZABETHS COMPLEX,F,11,2701 MARTIN LUTHER KING JR AVE SE,WASHINGTON,DC,20032,38.85361,-77.000351,5135.04,,2012.0,1198,Eleanor Norton,Active,BUILDING,349235.7832,1793339716.163328,False
FL3174,S. WASHINGTON AVE BLDG,,L,4,210 S WASHINGTON AVE,TITUSVILLE,FL,32796,28.61294,-80.807791,4956.0,,2000.0,1208,Bill Posey,Active,BUILDING,272313.0402,1349583427.2312,False
MT5584,MONTANA FIELD OFFICE,,L,8,2008 23RD ST S,GREAT FALLS,MT,59405,47.48316,-111.269,10160.0,,2000.0,3002,Matthew Rosendale,Active,BUILDING,322510.3339,3276704992.4240003,False
PA0894,145 W. THOMPSON ST.,,L,3,145 W THOMPSON ST,PHILADELPHIA,PA,19122,39.97086,-75.137711,26025.0,,2000.0,4202,Brendan Boyle,Active,BUILDING,308646.9437,8032536709.7925005,False
NC2619,205 REGENCY EXECUTIVE PARK BUILDING,,L,4,205 REGENCY EXECUTIVE PARK DR,CHARLOTTE,NC,28217,35.1519271,-80.895672,4751.0,,2008.0,3714,Jeff Jackson,Active,BUILDING,328670.4376,1561513249.0376,False
WI1794,1137 N. 26TH ST.,,L,5,1137 N 26TH ST,SHEBOYGAN,WI,53081,43.75732,-87.740651,5125.0,,2000.0,5506,Glenn Grothman,Active,BUILDING,243687.1778,1248896786.2250001,False
NM1452,BP ALAMOGORDO STATION,,L,7,1997 HIGHWAY 54 S,ALAMOGORDO,NM,88310,32.8628616,-105.96816,8103.0,,2000.0,3502,Gabe Vasquez,Active,BUILDING,223729.3692,1812879078.6276,False
MN0651,WARROAD MN SECONDARY INSPECTION BUILDING 2,WARROAD MN LPOE,F,5,41059 STATE HIGHWAY 313,WARROAD,MN,56763,48.9887,-95.369615,10582.01,,2010.0,2707,Michelle Fischbach,Active,BUILDING,235891.906,2496210508.21106,False
PR3930,SAN PATRICIO OFF CTR,,L,2,7 TABONUCO STREET,GUAYNABO,PR,968,18.4077125,-66.109252,168055.0,,1999.0,7298,Jenniffer Gonzalez-Colon,Active,BUILDING,,,True
TX2252,ONE VETERANS PLAZA,,L,7,701 CLAY AVE,WACO,TX,76706,31.55157,-97.129274,138608.0,,2000.0,4817,Pete Sessions,Active,BUILDING,249702.2756,34610733016.3648,False
OH2271,6553 WINFORD AVENUE BUILDING,,L,5,6553 WINFORD AVE,HAMILTON,OH,45011,39.39224,-84.509911,10900.0,,2000.0,3908,Warren Davidson,Active,BUILDING,364395.9547,3971915906.23,False
IN1720,CORPORATE CENTER NORTH II B,,L,5,6482 CORPORATE DR,INDIANAPOLIS,IN,46278,39.8740801,-86.264874,27715.0,,1988.0,1807,Andre Carson,Active,BUILDING,429959.6999,11916333082.7285,False
CA8280,1900 O'FARRELL STREET,,L,9,1900 OFARRELL ST,SAN MATEO,CA,94403,37.54844,-122.3156,12089.0,,2000.0,615,Kevin Mullin,Active,BUILDING,1761028.807,21289077247.823,False
DC0112,TAYLOE HOUSE,,F,11,717 MADISON PL NW,WASHINGTON,DC,20005,38.8997384,-77.0348802,9534.74,,1828.0,1198,Eleanor Norton,Active,BUILDING,514259.7402,4903332915.274548,False
MD1825,30 WEST GUDE DRIVE,,L,11,30 W GUDE DR,ROCKVILLE,MD,20850,39.10574,-77.159591,10646.0,,2000.0,2408,Jamie Raskin,Active,BUILDING,697844.6285,7429253915.011,False
TX0566,USBS B&M BROWNSVILLE TABC BOOTH,USBS B&M BROWNSVILLE,F,7,1300 MEXICO BLVD,BROWNSVILLE,TX,78520,25.89417,-97.505571,160.0,,1991.0,4834,Vicente Gonzalez,Active,BUILDING,184990.8481,29598535.696000002,False
TX2123,CALTEX HOUSE,,L,7,125 E JOHN W CARPENTER FWY,IRVING,TX,75062,32.8681315,-96.9417826,111214.0,,2000.0,4806,Jake Ellzey,Active,BUILDING,303552.024,33759234797.135998,False
WY1351,2268 NORTH MAIN,,L,8,2268 N MAIN ST,SHERIDAN,WY,82801,44.81387,-106.955,3831.0,,2017.0,5600,Harriet Hageman,Active,BUILDING,432652.4941,1657491704.8971,False
OK1561,1200 W OKMULGEE OK1561,,L,7,1200 W OKMULGEE AVE,MUSKOGEE,OK,74401,35.752941,-95.382932,9612.0,,2000.0,4002,Josh Brecheen,Active,BUILDING,120336.2194,1156671740.8728,False
UT0014,J. WILL ROBINSON FB,,F,8,88 W 100 N,PROVO,UT,84601,40.23547,-111.66,26535.8,,1938.0,4903,John Curtis,Active,BUILDING,451239.8153,11974009490.83774,False
TX0182,WILLIAM M. STEGER FEDERAL BLDG AND UNITED STATES CH TX0182,TYLER FEDERAL CPLX,F,7,221 W FERGUSON ST,TYLER,TX,75702,32.352075,-95.302553,52639.47,,1934.0,4801,Nathaniel Moran,Active,BUILDING,142951.4583,7524889000.639101,False
TX0722,USBS MARCELINO SERNA TORNILLO POV OUTBOUND,USBS MARCELINO SERNA TORNILLO,F,7,1400 LOWER ISLAND (FM 1109) ROAD,TORNILLO,TX,79853,31.435472,-106.14365,1146.04,,2014.0,4823,Tony Gonzales,Active,STRUCTURE,159930.2693,183286485.828572,False
FL2157,WOODLAND COMM BLDG,,L,4,1970 MICHIGAN AVE,COCOA,FL,32922,28.3899,-80.753811,3333.0,,2000.0,1208,Bill Posey,Active,BUILDING,199269.9251,664166660.3583,False
AR0062,HOT SPRINGS POST OFFICE/CTHS,,F,7,100 RESERVE ST,HOT SPGS NATL PARK,AR,71901,34.5115398,-93.05398,62382.94,,1961.0,504,Bruce Westerman,Active,BUILDING,210521.7245,13132964108.18003,False
LA1508,LSU SCHOOL OF VETERINARY MEDICINE,,L,7,LSU SCHOOL OF VETERINARY MEDICINE,BATON ROUGE,LA,70803,30.411457,-91.187927,16950.0,,1974.0,2206,Garret Graves,Active,BUILDING,,,True
DC0365,409 3RD ST. S.W.,,L,11,409 3RD ST SW,WASHINGTON,DC,20024,38.8846,-77.015741,295457.0,,2000.0,1198,Eleanor Norton,Active,BUILDING,401157.88,118524903751.16,False
PA0751,PHILADELPHIA INTERNATIONAL AIRPORT,,L,3,8500 ESSINGTON AVE,PHILADELPHIA,PA,19153,39.8946409,-75.229342,7060.0,,2000.0,4205,Mary Scanlon,Active,BUILDING,217158.8286,1533141329.9160001,False
AZ8217,DEA TUCSON BUILDING,,L,9,6970 S PALO VERDE RD,TUCSON,AZ,85756,32.12562,-110.91777,63501.0,,2000.0,407,Raul Grijalva,Active,BUILDING,310396.5242,19710489683.224197,False
GA1013,KEMP PROFESSIONAL BUILDING,,L,4,4439 CARNES ST,ACWORTH,GA,30101,34.0660182,-84.6797254,3184.0,,2000.0,1311,Barry Loudermilk,Active,BUILDING,439240.3913,1398541405.8992,False
NY7679,"85 CRYSTAL RUN RD, MIDDLETOWN, NY 10941",,L,2,85 CRYSTAL RUN RD,MIDDLETOWN,NY,10941,41.44986,-74.360898,11110.0,,1990.0,3618,Patrick Ryan,Active,BUILDING,439369.8527,4881399063.497,False
WV0010,FOREST SERVICE BUILDING ELKINS,,F,3,200 SYCAMORE ST,ELKINS,WV,26241,38.9277694,-79.847412,30439.38,,1937.0,5402,Alexander Mooney,Active,BUILDING,172127.2063,5239445440.904094,False
MN1683,BAXTER BRAINERD SOCIAL SECURIT,,L,5,8331 BRANDON RD,BAXTER,MN,56425,46.34465,-94.226681,5986.0,,2007.0,2708,Pete Stauber,Active,BUILDING,362966.5456,2172717741.9616003,False
CA6954,5810 NEWTON DR,,L,9,5810 NEWTON DR,CARLSBAD,CA,92008,33.13902,-117.28974,18922.0,,2000.0,649,Mike Levin,Active,BUILDING,,,True
IN0521,BLDG 60 GSA FED CTR,JEFFERSONVILLE CTR,F,5,1201 E 10TH ST,JEFFERSONVILLE,IN,47130,38.2863194,-85.732535,167027.61,,1941.0,1809,Erin Houchin,Active,BUILDING,252650.7052,42199643454.37057,False
IN0574,CONTRACTOR GARAGE,GSA HAMMOND IN DEPOT,F,5,3200 SHEFFIELD AVE,HAMMOND,IN,46327,41.6541682,-87.514546,1306.02,,1944.0,1801,Frank Mrvan,Active,BUILDING,163044.9257,212939933.862714,False
FL3196,THE OFFICES AT THE OMNI,,L,4,1645 BISCAYNE BLVD,MIAMI,FL,33132,25.7908991,-80.188975,26630.0,,2000.0,1224,Frederica Wilson,Active,BUILDING,540669.7295,14398034896.585001,False
NC2314,JOHN SMALL AVENUE,,L,4,1633 JOHN SMALL AVE,WASHINGTON PARK,NC,27889,35.54393,-77.021331,6000.0,,2000.0,3703,Gregory Murphy,Active,BUILDING,247671.6541,1486029924.6000001,False
TX0963,USBS YSLETA EL PASO HEADHOUSE,USBS YSLETA EL PASO,F,7,797 S ZARAGOZA RD,EL PASO,TX,79907,31.671985,-106.33538,4551.44,,1991.0,4823,Tony Gonzales,Active,BUILDING,173530.6505,789814343.9117199,False
OK0510,GSA PMD CENTER WAREHOUSE 3 N,GSA PMD CENTER,F,7,2800 S EASTERN AVE,OKLAHOMA CITY,OK,73129,35.437535,-97.475389,6000.0,,1980.0,4003,Frank Lucas,Active,BUILDING,99523.42819,597140569.14,False
AZ0353,MARIPOSA LPOE - NII COMMERCIAL INSPECTION,NOGALES WEST LPOE,F,9,200 N MARIPOSA RD,NOGALES,AZ,85621,31.3351254,-110.9677,4034.53,,2013.0,407,Raul Grijalva,Active,BUILDING,220181.0191,888326926.989523,False
MT5588,SWEETGRASS BORDER PATROL SECTO,,L,8,37 NINE MILE ROAD (STATE ROAD 553),SUNBURST,MT,59482,48.88576,-111.894,33000.0,,2008.0,3002,Matthew Rosendale,Active,BUILDING,,,True
IL2491,NOVANIS E-BUSINESS CENTER,,L,5,3161 W WHITE OAKS DR,SPRINGFIELD,IL,62704,39.75964,-89.710041,14895.0,,2000.0,1713,Nikki Budzinski,Active,BUILDING,183092.507,2727162891.7650003,False
MT5645,RYMAN,,L,8,350 RYMAN ST,MISSOULA,MT,59802,46.872783,-113.99513,4422.0,,2000.0,3001,Ryan Zinke,Active,BUILDING,558106.1234,2467945277.6748004,False
FL1141,5523 SW 35TH DR,,L,4,5523 SW 35TH DR,GAINESVILLE,FL,32608,29.6003288,-82.375325,8843.0,,2017.0,1203,Kat Cammack,Active,BUILDING,341924.7979,3023640987.8297,False
MO0617,FEDERAL CTR BG 115,FC 4300 GOODFELLOW,F,6,4300 GOODFELLOW BLVD,ST. LOUIS,MO,63120,38.6914,-90.267091,10195.22,,1942.0,2901,Cori Bush,Active,BUILDING,40936.25914,417354167.9093108,False
CA7392,MEXPORT BUSINESS CENTER,,L,9,1778 CARR RD,CALEXICO,CA,92231,32.6808271,-115.379901,6515.0,,2000.0,625,Raul Ruiz,Active,BUILDING,381309.225,2484229600.875,False
NY7593,THE COATES BUILDING,,L,2,555 MADISON AVE,NEW YORK,NY,10022,40.76134,-73.972881,23167.0,,2000.0,3612,Jerrold Nadler,Active,BUILDING,1079419.339,25006907826.613,False
VA0337,ADVANCED SYSTEMS CTR,,F,11,12201 SUNRISE VALLEY DR,RESTON,VA,20192,38.9469842,-77.367512,33307.93,,1991.0,5111,Gerald Connolly,Active,BUILDING,,,True
DC0113,COSMOS CLUB,,F,11,717 MADISON PL NW,WASHINGTON,DC,20005,38.8999034,-77.0348776,10988.03,,1910.0,1198,Eleanor Norton,Active,BUILDING,514259.7402,5650701453.109806,False
MS0071,MISS RIVER COMM,,F,4,1400 WALNUT ST,VICKSBURG,MS,39180,32.3489808,-90.881195,52432.57,,1894.0,2802,Bennie Thompson,Active,BUILDING,149693.7814,7848829671.820198,False
MI2077,DANSER BUILDING,,L,5,308 STATE ST,PETOSKEY,MI,49770,45.37156,-84.956891,5454.0,,2000.0,2601,Jack Bergman,Active,BUILDING,457815.0487,2496923275.6098,False
CO0519,DFC BLDG 45,DENVER FEDERAL CENTER,F,8,W 6TH AVE & KIPLING ST,LAKEWOOD,CO,80225,39.72166,-105.119,73143.12,,1941.0,807,Brittany Pettersen,Active,BUILDING,,,True
FL3177,GATLIN AVE BLDG,,L,4,5520 GATLIN AVE,ORLANDO,FL,32812,28.49483,-81.313401,32055.0,,2000.0,1209,Darren Soto,Active,BUILDING,393014.5318,12598080816.848999,False
TX0958,USBS BOTA EL PASO TRUCK INSPECTION,USBS BOTA EL PASO,F,7,3600 E PAISANO DR,EL PASO,TX,79905,31.765631,-106.44938,10041.73,,1988.0,4816,Veronica Escobar,Active,STRUCTURE,155078.619,1557257620.77087,False
ME0074,"USBP HOULTON SECTOR HQ, HODGDON",USBP Houlton Sector,F,1,96 CALAIS RD,HOULTON,ME,4730,46.08891,-67.841461,14630.37,,1965.0,2302,Jared Golden,Active,BUILDING,159806.6398,2338030268.7307262,False
MT0653,RAYMOND POE - MAIN PORT BUILDING,RAYMOND BORDER STATION,F,8,1519 MT-16,RAYMOND,MT,59256,48.99725,-104.575,17816.45,,2003.0,3002,Matthew Rosendale,Active,BUILDING,,,True
AR1173,TWO FINANCIAL CENTRE,,L,7,10825 FINANCIAL CENTRE PKWY,LITTLE ROCK,AR,72211,34.7459909,-92.412273,17129.0,,2000.0,502,J. Hill,Active,BUILDING,280199.0688,4799529849.4752,False
MS0505,GREENVILLE US COURTHOUSE,,F,4,219 WASHINGTON AVE,GREENVILLE,MS,38701,33.412356,-91.0636335,49016.41,,2024.0,2802,Bennie Thompson,Active,BUILDING,60859.28543,2983103686.943907,False
CA8057,3470 12TH STREET,,L,9,3470 12TH ST,RIVERSIDE,CA,92501,33.97639,-117.37471,59630.0,,2000.0,639,Mark Takano,Active,BUILDING,563778.7639,33618127691.357002,False
CA8359,US FOREST SERVICE BUILDING,,L,9,875 MITCHELL AVE,OROVILLE,CA,95965,39.50458,-121.56367,16753.0,,1979.0,601,Doug LaMalfa,Active,BUILDING,306061.3277,5127445422.9581,False
MD1046,"WEDGEWOOD SOUTH, BUILDING #3",,L,3,4420 BUCKEYSTOWN PIKE,FREDERICK,MD,21704,39.35461,-77.423361,141535.0,,2000.0,2406,David Trone,Active,BUILDING,661830.7553,93672215951.3855,False
WA0653,SUMAS LAND PORT OF ENTRY STATION BUILDING,SUMAS LPOE,F,10,103 CHERRY ST,SUMAS,WA,98295,49.0020467,-122.2656274,21308.6,,1990.0,5302,Rick Larsen,Active,BUILDING,436506.8582,9301350038.64052,False
KS0094,ROBERT J. DOLE US COURTHOUSE,,F,6,500 STATE AVE,KANSAS CITY,KS,66101,39.11709,-94.622591,238062.98,,1994.0,2002,Jake LaTurner,Active,BUILDING,125155.1675,29794812137.44915,False
FL2423,OHO/SSA CLEARWATER,,L,4,600 CLEVELAND ST,CLEARWATER,FL,33755,27.96601,-82.798471,2214.0,,2000.0,1213,Anna Paulina Luna,Active,BUILDING,339288.6997,751185181.1358,False
NE1375,2001 BROADWAY,,L,6,2001 BROADWAY,SCOTTSBLUFF,NE,69361,41.86689,-103.66231,2000.0,,2000.0,3103,Adrian Smith,Active,BUILDING,185361.6216,370723243.20000005,False
TX2581,ALPINE FEDERAL COURTHOUSE,,L,7,2450 N HIGHWAY 118,ALPINE,TX,79830,30.3810025,-103.67037,30610.0,,2000.0,4823,Tony Gonzales,Active,BUILDING,259167.8911,7933129146.571,False
TX2025,NORTH STAR II BLDG.,,L,7,8713 AIRPORT FWY,NORTH RICHLAND HILLS,TX,76180,32.8377208,-97.194214,5927.0,,2000.0,4824,Beth Van Duyne,Active,BUILDING,336694.4282,1995587875.9414,False
TX2707,2333 HOBART,,L,7,2333 N HOBART ST,PAMPA,TX,79065,35.5635,-100.97252,5565.0,,2007.0,4813,Ronny Jackson,Active,BUILDING,105007.1087,584364559.9154999,False
MN1730,2900 TECH CENTER,,L,5,2900 43RD ST NW,ROCHESTER,MN,55901,44.06752,-92.506951,2741.0,,2000.0,2701,Brad Finstad,Active,BUILDING,321951.6561,882469489.3701,False
MO0610,FED CTR BG 104E,FC 4300 GOODFELLOW,F,6,4300 GOODFELLOW BLVD,ST. LOUIS,MO,63120,38.6914,-90.267091,17959.13,,1942.0,2901,Cori Bush,Active,BUILDING,40936.25914,735179599.6089482,False
WV0163,ROBERT C. BYRD FB & COURTHOUSE,,F,3,300 VIRGINIA ST E,CHARLESTON,WV,25301,38.35248,-81.638991,317246.56,,1998.0,5401,Carol Miller,Active,BUILDING,183012.547,58060100972.58832,False
TX0301,USBS LOS INDIOS ADMINISTRATION BUILDING,USBS LOS INDIOS,F,7,100 LOS INDIOS BLVD,LOS INDIOS,TX,78567,26.038166,-97.73667,12430.99,,1992.0,4834,Vicente Gonzalez,Active,BUILDING,,,True
